Defect ID,Severity,Priority,Description,Comments,Status,Reported Date,Closed Date,Root Cause,Reopen Count,Module Name,Assigned To,Created By
D0271,Critical,P4,API throws 400 for valid request payload due to schema mismatch.,Laboriosam officia architecto dolor ducimus blanditiis optio.,Closed,2024-11-09,2024-11-10,Bad Request Handling,3,Authentication Gateway,Divyansh Dubey,Tiya Bir
D0272,High,P1,API throws 400 for valid request payload due to schema mismatch.,Perferendis porro tempora autem earum voluptas.,Closed,2024-04-06,2024-04-08,Null Pointer,0,Transaction History,Divyansh Dubey,Elakshi Kaur
D0273,Critical,P1,Timeout during KYC check API call.,Sunt reprehenderit est.,Closed,2024-07-25,2024-07-27,Race Condition,1,Transaction History,Elakshi Luthra,Nirvaan Bhalla
D0274,Low,P1,Transaction fails intermittently due to race condition in concurrent hashmap.,Dolor vero dolorum esse repudiandae soluta provident.,Open,2024-05-24,2024-06-11,Null Pointer,1,Loan Processing,Lagan Rattan,Ayesha Ram
D0275,High,P4,Amount field not formatted correctly in transaction history export.,Vero eius officiis neque.,Open,2025-03-06,2025-03-09,Incorrect Business Logic,3,UPI Service,Nirvaan Lad,Manjari Kala
D0276,Medium,P1,Array index out of bounds in bill payment validation flow.,Placeat dolorum architecto blanditiis minus.,Closed,2025-06-04,2025-06-05,API Timeout,0,Bill Payments,Urvi Dasgupta,Jayant Choudhury
D0277,Medium,P1,Incorrect balance calculation after mini-statement fetch.,Ut quia animi.,Open,2025-06-10,2025-08-05,Incorrect Business Logic,3,Authentication Gateway,Nehmat Ram,Samarth Sanghvi
D0278,High,P2,Concurrency issue during interest computation.,Rem numquam dolores excepturi molestiae.,Closed,2024-02-05,2024-02-06,API Timeout,1,Bill Payments,Indrans Chadha,Elakshi Kaur
D0279,Medium,P1,NullPointerException when calling balance check endpoint.,Maxime nobis voluptatem praesentium.,Closed,2024-11-02,2024-11-04,Bad Request Handling,3,Account Ledger,Tarini Dass,Vivaan Kumer
D0280,Low,P1,Transaction fails intermittently due to race condition in concurrent hashmap.,Deleniti maiores consequuntur.,Closed,2024-11-13,2024-11-14,API Timeout,0,UPI Service,Zain Tak,Ritvik Raju
D0281,Medium,P2,Timeout during KYC check API call.,Earum beatae ipsa dolor nemo.,Closed,2025-06-05,2025-06-06,Memory Leak,3,UPI Service,Zain Tak,Manjari Kala
D0282,Low,P1,Timeout during KYC check API call.,Dolorem nihil labore placeat optio perspiciatis.,Open,2024-09-03,2024-10-07,API Timeout,2,Authentication Gateway,Kaira Sharma,Vivaan Kumer
D0283,High,P2,API throws 400 for valid request payload due to schema mismatch.,Iste vel quibusdam est laboriosam eos mollitia.,Closed,2023-09-19,2023-09-20,Memory Leak,0,Bill Payments,Nirvaan Lad,Nayantara Bassi
D0284,High,P3,Date parsing issue causes crash in EMI module.,Minima officia mollitia quisquam deleniti.,Closed,2023-10-26,2023-10-28,Null Pointer,3,Bill Payments,Hazel Kalla,Lakshit Walla
D0285,Critical,P2,Incorrect balance calculation after mini-statement fetch.,Esse molestiae suscipit eius sed.,Closed,2023-09-20,2023-09-22,Memory Leak,1,Loan Processing,Hrishita Dar,Indranil Sanghvi
D0286,Critical,P3,Amount field not formatted correctly in transaction history export.,Impedit inventore provident deserunt odio assumenda.,Closed,2024-02-29,2024-03-01,Incorrect Business Logic,3,Loan Processing,Yasmin Chhabra,Nayantara Bassi
D0287,Critical,P2,Amount field not formatted correctly in transaction history export.,Dolore natus dicta quas asperiores neque sit illo.,Closed,2024-07-15,2024-07-17,Race Condition,3,Transaction History,Aniruddh Bhatnagar,Shayak Hegde
D0288,Critical,P2,Timeout during KYC check API call.,Nisi fugit ducimus eaque sed animi.,Closed,2024-06-23,2024-06-25,Incorrect Business Logic,0,Account Ledger,Navya Dhaliwal,Vidur Sura
D0289,High,P1,API throws 400 for valid request payload due to schema mismatch.,Vitae asperiores dolor.,Closed,2023-11-11,2023-11-12,Incorrect Business Logic,2,Transaction History,Ivan Kakar,Heer Dass
D0290,Medium,P1,Concurrency issue during interest computation.,Voluptatum eveniet error doloremque sed doloribus a.,Closed,2024-08-18,2024-08-19,API Timeout,3,Loan Processing,Mannat Sharma,Samarth Sanghvi
D0291,Critical,P2,Incorrect balance calculation after mini-statement fetch.,A beatae ex exercitationem debitis accusantium ipsam.,Closed,2024-07-21,2024-07-23,API Timeout,3,Loan Processing,Yasmin Chhabra,Lavanya Hans
D0292,Critical,P3,Amount field not formatted correctly in transaction history export.,Incidunt eligendi doloremque adipisci reprehenderit.,Closed,2023-10-17,2023-10-18,Memory Leak,0,Loan Processing,Divit Upadhyay,Lakshit Walla
D0293,Low,P4,Concurrency issue during interest computation.,Quod harum enim officiis.,Closed,2024-07-15,2024-07-16,Race Condition,0,Bill Payments,Mannat Sharma,Shayak Hegde
D0294,High,P2,Transaction fails intermittently due to race condition in concurrent hashmap.,Nemo maxime doloribus consectetur rem animi odit.,Closed,2024-12-03,2024-12-04,API Timeout,1,Account Ledger,Yasmin Chhabra,Nayantara Bassi
D0295,Critical,P3,Concurrency issue during interest computation.,Consequuntur quas officia ducimus.,Closed,2024-01-17,2024-01-19,Memory Leak,2,Bill Payments,Kimaya Sunder,Heer Dass
D0296,High,P2,Memory leak in session handling of UPI requests.,In deleniti error sed aperiam cumque sint facere.,In Progress,2024-10-25,2024-11-06,Incorrect Business Logic,3,Loan Processing,Hrishita Dar,Nirvaan Bhalla
D0297,High,P2,API throws 400 for valid request payload due to schema mismatch.,Vitae nemo veniam ad.,Closed,2024-08-31,2024-09-01,Bad Request Handling,1,Transaction History,Urvi Dasgupta,Heer Bhat
D0298,Low,P2,Array index out of bounds in bill payment validation flow.,Temporibus porro voluptate porro magni esse dolorem.,Closed,2023-08-17,2023-08-18,Incorrect Business Logic,2,Bill Payments,Divit Upadhyay,Manjari Kala
D0299,Low,P3,NullPointerException when calling balance check endpoint.,Magni dignissimos saepe necessitatibus quod labore.,Closed,2023-09-22,2023-09-23,Incorrect Business Logic,0,Loan Processing,Yasmin Chhabra,Manjari Tailor
D0300,Medium,P3,Array index out of bounds in bill payment validation flow.,Consequatur ab a nostrum.,Closed,2024-05-13,2024-05-15,Null Pointer,3,Loan Processing,Divyansh Dubey,Alisha Batra
D0301,Medium,P2,Array index out of bounds in bill payment validation flow.,Tempora minus aspernatur.,Closed,2025-02-19,2025-02-20,Race Condition,3,Loan Processing,Nehmat Ram,Lavanya Hans
D0302,Medium,P2,Date parsing issue causes crash in EMI module.,Ab eum molestias praesentium pariatur similique tempore quas.,Closed,2024-09-18,2024-09-19,Memory Leak,0,Bill Payments,Emir Ramesh,Dharmajan Yogi
D0303,High,P3,Memory leak in session handling of UPI requests.,Cum atque recusandae.,Closed,2023-10-18,2023-10-19,Memory Leak,1,Bill Payments,Aniruddh Bhatnagar,Kashvi Verma
D0304,Low,P3,NullPointerException when calling balance check endpoint.,Tempore iusto adipisci qui minima.,Closed,2024-06-12,2024-06-14,Null Pointer,0,Loan Processing,Divyansh Dubey,Tiya Bir
D0305,Medium,P4,Date parsing issue causes crash in EMI module.,Omnis corrupti expedita at excepturi.,Closed,2024-09-03,2024-09-04,Incorrect Business Logic,2,Account Ledger,Nehmat Ram,Dharmajan Yogi
D0306,Low,P3,Timeout during KYC check API call.,Iusto pariatur adipisci hic minus.,Closed,2024-08-07,2024-08-08,Incorrect Business Logic,3,Loan Processing,Elakshi Luthra,Tiya Grover
D0307,Low,P3,Date parsing issue causes crash in EMI module.,Quaerat earum vero explicabo alias.,In Progress,2024-02-12,2024-03-20,Bad Request Handling,3,Account Ledger,Tarini Dass,Lakshit Walla
D0308,Medium,P2,Incorrect balance calculation after mini-statement fetch.,Quod perferendis iste eaque.,Closed,2024-02-13,2024-02-15,Race Condition,2,Authentication Gateway,Kaira Sharma,Farhan Mahajan
D0309,High,P3,Date parsing issue causes crash in EMI module.,Earum aliquam ut provident quisquam.,Closed,2025-04-30,2025-05-01,Null Pointer,1,Loan Processing,Divit Upadhyay,Ayesha Ram
D0310,Low,P1,NullPointerException when calling balance check endpoint.,Asperiores officia doloremque asperiores exercitationem laboriosam dicta.,Closed,2023-06-12,2023-06-14,Memory Leak,2,Bill Payments,Elakshi Luthra,Gokul Manne
D0311,Critical,P2,NullPointerException when calling balance check endpoint.,Eum consequatur eligendi ipsa.,Closed,2023-07-22,2023-07-24,Memory Leak,2,UPI Service,Hazel Kalla,Ivan Gandhi
D0312,Low,P4,NullPointerException when calling balance check endpoint.,Aperiam nulla hic.,Closed,2024-06-20,2024-06-22,Null Pointer,2,UPI Service,Zain Tak,Manjari Tailor
D0313,Critical,P4,NullPointerException when calling balance check endpoint.,Sed corrupti dolore ullam animi fugiat beatae molestias.,Closed,2024-11-25,2024-11-27,Race Condition,2,Account Ledger,Ivan Kakar,Samarth Sanghvi
D0314,Low,P3,Timeout during KYC check API call.,Nobis vel odit asperiores quasi delectus eos.,Closed,2024-08-31,2024-09-01,Incorrect Business Logic,0,Account Ledger,Navya Dhaliwal,Nayantara Bassi
D0315,Low,P2,Concurrency issue during interest computation.,Itaque esse totam ipsa veniam nihil.,Closed,2024-08-30,2024-08-31,Race Condition,3,Bill Payments,Divit Upadhyay,Farhan Mahajan
D0316,Medium,P2,Array index out of bounds in bill payment validation flow.,Et quia iure qui modi expedita voluptatum reprehenderit.,Closed,2024-01-22,2024-01-23,Incorrect Business Logic,2,Bill Payments,Dishani Rajagopalan,Jayant Choudhury
D0317,Medium,P3,Date parsing issue causes crash in EMI module.,Ex ratione ipsam doloremque inventore nobis vero.,Closed,2024-08-29,2024-08-31,Memory Leak,3,Account Ledger,Yasmin Chhabra,Tiya Bir
D0318,Low,P1,Transaction fails intermittently due to race condition in concurrent hashmap.,Corrupti voluptatem omnis accusamus optio dignissimos.,Closed,2025-01-16,2025-01-17,Race Condition,3,Transaction History,Aniruddh Bhatnagar,Manjari Tailor
D0319,Critical,P2,Transaction fails intermittently due to race condition in concurrent hashmap.,Natus numquam minus beatae est non aspernatur.,Open,2024-12-27,2025-02-13,Memory Leak,1,Loan Processing,Lagan Rattan,Tiya Grover
D0320,High,P2,Concurrency issue during interest computation.,Esse adipisci sint quidem omnis vitae.,Closed,2024-08-17,2024-08-19,API Timeout,1,Transaction History,Hazel Kalla,Tiya Grover
D0321,Medium,P1,Amount field not formatted correctly in transaction history export.,Voluptate vero repellendus.,Closed,2025-03-18,2025-03-19,Null Pointer,3,Transaction History,Aniruddh Bhatnagar,Vivaan Kumer
D0322,High,P4,Memory leak in session handling of UPI requests.,Quisquam repellat quae.,In Progress,2023-06-18,2023-06-19,Memory Leak,1,UPI Service,Kaira Sharma,Shayak Hegde
D0323,High,P3,Memory leak in session handling of UPI requests.,Ut itaque quo laboriosam.,Closed,2025-05-15,2025-05-16,Null Pointer,2,Loan Processing,Navya Dhaliwal,Manjari Tailor
D0324,Critical,P3,NullPointerException when calling balance check endpoint.,Doloribus doloremque voluptates aut nulla.,Closed,2024-10-18,2024-10-20,Null Pointer,0,Loan Processing,Aaryahi Som,Tiya Grover
D0325,Medium,P4,Array index out of bounds in bill payment validation flow.,Fugit rem totam suscipit expedita iusto repudiandae blanditiis.,Closed,2023-06-16,2023-06-18,Memory Leak,1,Authentication Gateway,Mannat Sharma,Gokul Manne
D0326,Low,P1,NullPointerException when calling balance check endpoint.,Nemo id totam tempora.,Closed,2025-06-03,2025-06-04,Memory Leak,0,Authentication Gateway,Divit Upadhyay,Manjari Kala
D0327,Medium,P2,Amount field not formatted correctly in transaction history export.,Distinctio non neque ex ex debitis.,Closed,2025-04-07,2025-04-09,Null Pointer,0,Loan Processing,Aaina Goel,Vidur Sura
D0328,Low,P4,Date parsing issue causes crash in EMI module.,Error asperiores tempora unde fuga velit.,Closed,2024-03-07,2024-03-09,Race Condition,0,Bill Payments,Lagan Rattan,Nirvaan Bhalla
D0329,Low,P1,Concurrency issue during interest computation.,Facere vero neque dolor explicabo.,Closed,2024-07-10,2024-07-12,Null Pointer,3,Bill Payments,Aaryahi Som,Alisha Batra
D0330,Low,P2,Incorrect balance calculation after mini-statement fetch.,Exercitationem fuga nam perspiciatis nihil.,Closed,2023-08-15,2023-08-17,API Timeout,3,Authentication Gateway,Divyansh Dubey,Shayak Hegde
D0331,Low,P1,Date parsing issue causes crash in EMI module.,Numquam quibusdam iure ullam consequatur quia suscipit.,In Progress,2023-09-05,2023-10-14,Bad Request Handling,2,Transaction History,Emir Ramesh,Kashvi Verma
D0332,Medium,P4,Incorrect balance calculation after mini-statement fetch.,Maiores atque totam optio autem iusto.,Closed,2024-10-13,2024-10-15,Incorrect Business Logic,1,Account Ledger,Kimaya Sunder,Samarth Sanghvi
D0333,Low,P1,Amount field not formatted correctly in transaction history export.,Adipisci officia vitae esse eligendi.,Closed,2024-06-13,2024-06-15,Race Condition,1,Bill Payments,Dishani Rajagopalan,Ritvik Raju
D0334,Medium,P3,API throws 400 for valid request payload due to schema mismatch.,Dolor debitis maiores doloremque recusandae veritatis illum.,Closed,2023-06-20,2023-06-21,Race Condition,3,Authentication Gateway,Emir Ramesh,Ritvik Raju
D0335,Low,P2,NullPointerException when calling balance check endpoint.,Explicabo nesciunt officiis distinctio dolor consequatur.,Closed,2025-01-19,2025-01-20,Bad Request Handling,0,Bill Payments,Ivan Kakar,Vidur Sura
D0336,Medium,P3,Timeout during KYC check API call.,Ea perspiciatis aliquid odio occaecati.,Closed,2024-02-28,2024-02-29,Null Pointer,3,Authentication Gateway,Tarini Mann,Tiya Grover
D0337,High,P2,API throws 400 for valid request payload due to schema mismatch.,Deserunt nemo quod ea.,Closed,2024-02-24,2024-02-26,Race Condition,2,Account Ledger,Indrans Chadha,Dharmajan Yogi
D0338,Low,P2,NullPointerException when calling balance check endpoint.,Hic reiciendis sed ea adipisci commodi.,Closed,2024-04-08,2024-04-09,Race Condition,1,Account Ledger,Tarini Mann,Vidur Sura
D0339,Medium,P1,Concurrency issue during interest computation.,Quis optio deleniti minima.,Closed,2023-06-17,2023-06-19,Null Pointer,3,Transaction History,Divit Upadhyay,Dharmajan Yogi
D0340,Low,P1,Array index out of bounds in bill payment validation flow.,Corporis itaque at numquam suscipit distinctio pariatur.,Closed,2025-05-03,2025-05-04,Null Pointer,0,Authentication Gateway,Indrans Chadha,Dharmajan Yogi
D0341,Medium,P1,Amount field not formatted correctly in transaction history export.,Tenetur aliquam sed.,Closed,2025-05-11,2025-05-12,Race Condition,1,Loan Processing,Krish Solanki,Kartik Barman
D0342,Low,P2,Transaction fails intermittently due to race condition in concurrent hashmap.,Corrupti libero deleniti molestias ea molestias reiciendis nihil.,Closed,2024-01-19,2024-01-20,Memory Leak,3,Account Ledger,Divyansh Singhal,Indranil Sanghvi
D0343,High,P1,Timeout during KYC check API call.,Repudiandae molestiae odio earum praesentium.,Closed,2025-03-04,2025-03-05,API Timeout,1,Authentication Gateway,Nehmat Ram,Kartik Barman
D0344,Critical,P2,Date parsing issue causes crash in EMI module.,Excepturi optio ea amet delectus error quae.,Closed,2023-07-06,2023-07-08,Memory Leak,3,Authentication Gateway,Divyansh Singhal,Jayant Choudhury
D0345,Critical,P3,Amount field not formatted correctly in transaction history export.,Reprehenderit ducimus quia et.,Closed,2024-06-24,2024-06-25,Memory Leak,3,Transaction History,Divyansh Dubey,Tiya Bir
D0346,High,P3,Timeout during KYC check API call.,Non quae explicabo magni eos magnam.,Closed,2024-08-14,2024-08-15,API Timeout,3,Loan Processing,Tarini Mann,Tushar Khare
D0347,High,P2,Date parsing issue causes crash in EMI module.,Ea veritatis ut officiis occaecati reiciendis.,Closed,2024-02-14,2024-02-15,API Timeout,3,UPI Service,Divit Upadhyay,Jayant Choudhury
D0348,Medium,P3,NullPointerException when calling balance check endpoint.,Provident quia voluptas fugit magni explicabo.,Closed,2023-12-01,2023-12-02,Memory Leak,1,Authentication Gateway,Tarini Mann,Samarth Sanghvi
D0349,Medium,P4,Timeout during KYC check API call.,Vel nulla at earum illum quibusdam.,Closed,2024-07-15,2024-07-16,Memory Leak,2,Loan Processing,Mannat Sharma,Elakshi Kaur
D0350,Medium,P1,NullPointerException when calling balance check endpoint.,Odit ex fugiat laboriosam ex veniam.,Closed,2025-03-21,2025-03-22,Incorrect Business Logic,3,Transaction History,Divyansh Dubey,Dharmajan Yogi
D0351,High,P1,Concurrency issue during interest computation.,Cum veritatis repellat adipisci accusantium quo.,Closed,2024-07-06,2024-07-08,Memory Leak,0,UPI Service,Mannat Sharma,Bhamini Kakar
D0352,Low,P4,Memory leak in session handling of UPI requests.,Facere rem nihil excepturi culpa illo fugiat.,Closed,2024-08-29,2024-08-31,Null Pointer,0,Account Ledger,Farhan Ganguly,Ivan Gandhi
D0353,Low,P2,Memory leak in session handling of UPI requests.,Explicabo accusantium dolor assumenda.,Closed,2025-05-24,2025-05-26,API Timeout,3,Bill Payments,Hazel Kalla,Indranil Sanghvi
D0354,Critical,P3,Date parsing issue causes crash in EMI module.,Dolor quas laudantium explicabo.,Closed,2024-08-05,2024-08-07,Memory Leak,3,Bill Payments,Aaina Goel,Lavanya Hans
D0355,Medium,P2,Incorrect balance calculation after mini-statement fetch.,Placeat repellat accusamus esse expedita.,Closed,2024-08-25,2024-08-27,Race Condition,1,Bill Payments,Emir Ramesh,Dharmajan Yogi
D0356,Low,P1,Memory leak in session handling of UPI requests.,Similique nostrum impedit debitis.,Closed,2024-12-23,2024-12-25,Null Pointer,0,Authentication Gateway,Zain Tak,Dharmajan Yogi
D0357,Medium,P4,Array index out of bounds in bill payment validation flow.,Fugiat fugiat quo ducimus.,Closed,2024-10-07,2024-10-08,Incorrect Business Logic,0,Authentication Gateway,Nehmat Ram,Heer Bhat
D0358,Medium,P1,Amount field not formatted correctly in transaction history export.,Minus voluptatem vero sed possimus.,Closed,2025-03-08,2025-03-09,Bad Request Handling,1,Bill Payments,Mannat Sharma,Manjari Tailor
D0359,High,P3,Date parsing issue causes crash in EMI module.,Officia sequi architecto omnis quas pariatur dicta.,Closed,2025-01-21,2025-01-23,Null Pointer,1,Authentication Gateway,Yasmin Chhabra,Tiya Bir
D0360,Low,P1,NullPointerException when calling balance check endpoint.,Nihil soluta voluptates aut beatae minima.,In Progress,2024-02-26,2024-04-10,Incorrect Business Logic,2,Account Ledger,Indrans Chadha,Farhan Mahajan
D0361,Low,P1,Incorrect balance calculation after mini-statement fetch.,Debitis odio saepe iusto perferendis.,Closed,2023-12-06,2023-12-08,Memory Leak,1,Loan Processing,Farhan Ganguly,Farhan Mahajan
D0362,High,P2,Concurrency issue during interest computation.,Laborum cupiditate veritatis asperiores quod tempora recusandae.,Closed,2023-06-22,2023-06-23,Bad Request Handling,0,Bill Payments,Kimaya Sunder,Ayesha Ram
D0363,Medium,P4,Timeout during KYC check API call.,Nisi magni modi pariatur perspiciatis quisquam.,Closed,2024-12-02,2024-12-04,API Timeout,3,Bill Payments,Aaina Goel,Heer Bhat
D0364,Critical,P3,Array index out of bounds in bill payment validation flow.,Veniam dicta ducimus occaecati quos.,In Progress,2023-08-30,2023-10-21,Null Pointer,3,Transaction History,Navya Dhaliwal,Indranil Sanghvi
D0365,High,P2,Amount field not formatted correctly in transaction history export.,Neque eaque corporis vel corporis perferendis.,Closed,2025-06-09,2025-06-10,Null Pointer,0,UPI Service,Hazel Kalla,Elakshi Kaur
D0366,Critical,P3,NullPointerException when calling balance check endpoint.,Ipsa et modi nemo iure ab doloribus.,Closed,2024-03-08,2024-03-09,Memory Leak,2,Transaction History,Kimaya Sunder,Ivan Gandhi
D0367,High,P1,Incorrect balance calculation after mini-statement fetch.,Eaque accusamus enim explicabo impedit quos exercitationem.,Closed,2024-11-19,2024-11-21,Race Condition,1,Account Ledger,Elakshi Luthra,Tiya Grover
D0368,Low,P2,Timeout during KYC check API call.,Fugiat porro nobis eveniet aliquam aperiam unde odio.,Closed,2024-03-16,2024-03-17,Race Condition,0,UPI Service,Kimaya Sunder,Nirvaan Bhalla
D0369,High,P4,Array index out of bounds in bill payment validation flow.,Dolorum cum id maiores tempora.,Closed,2023-09-17,2023-09-18,Memory Leak,1,Authentication Gateway,Aniruddh Bhatnagar,Dharmajan Yogi
D0370,Low,P3,Concurrency issue during interest computation.,Sunt nisi rem nobis voluptates.,Closed,2025-01-13,2025-01-15,API Timeout,0,Authentication Gateway,Hazel Kalla,Farhan Mahajan
D0371,Medium,P1,Timeout during KYC check API call.,Commodi aut at.,Closed,2025-03-06,2025-03-07,Null Pointer,1,Account Ledger,Dishani Rajagopalan,Kashvi Verma
D0372,Low,P3,Memory leak in session handling of UPI requests.,Eligendi inventore sit deserunt earum reprehenderit aut odit.,Closed,2023-08-16,2023-08-18,Race Condition,2,Account Ledger,Nirvaan Lad,Tushar Subramaniam
D0373,High,P2,Timeout during KYC check API call.,Est maxime veritatis iure nostrum omnis.,In Progress,2024-01-27,2024-02-29,API Timeout,1,Authentication Gateway,Aaina Goel,Alisha Batra
D0374,Low,P4,API throws 400 for valid request payload due to schema mismatch.,Vitae ratione quos quo nemo illum.,Open,2024-01-13,,Memory Leak,1,Transaction History,Dishani Rajagopalan,Manjari Kala
D0375,Critical,P1,NullPointerException when calling balance check endpoint.,Quis quos dolores quia corrupti qui.,Closed,2024-03-23,2024-03-25,Null Pointer,3,Authentication Gateway,Mannat Sharma,Farhan Mahajan
D0376,High,P3,Transaction fails intermittently due to race condition in concurrent hashmap.,Unde eaque corporis commodi.,Closed,2024-04-25,2024-04-27,Incorrect Business Logic,0,Bill Payments,Urvi Dasgupta,Lavanya Hans
D0377,High,P3,Timeout during KYC check API call.,Quis ex at fugiat quos.,Closed,2024-04-23,2024-04-24,Incorrect Business Logic,0,UPI Service,Tarini Dass,Alisha Batra
D0378,Medium,P2,Memory leak in session handling of UPI requests.,Autem tenetur qui eius accusamus eum.,In Progress,2025-05-27,2025-07-22,Race Condition,2,Authentication Gateway,Indrans Chadha,Anya Dixit
D0379,Critical,P3,Concurrency issue during interest computation.,Eligendi cum rem vitae nobis amet.,Closed,2025-03-08,2025-03-10,Race Condition,1,Transaction History,Divyansh Dubey,Indranil Sanghvi
D0380,Critical,P4,Amount field not formatted correctly in transaction history export.,Quisquam porro illo molestias suscipit.,Closed,2024-04-24,2024-04-25,Bad Request Handling,0,Bill Payments,Nirvaan Lad,Nirvaan Bhalla
D0381,Low,P2,Amount field not formatted correctly in transaction history export.,Inventore exercitationem magni dignissimos iusto maiores animi.,Closed,2025-06-04,2025-06-06,Memory Leak,3,Transaction History,Mannat Sharma,Vivaan Kumer
D0382,Critical,P4,Memory leak in session handling of UPI requests.,Velit laboriosam quibusdam consequuntur similique maxime.,Closed,2023-10-26,2023-10-28,Memory Leak,2,Account Ledger,Emir Ramesh,Alisha Batra
D0383,Medium,P2,Transaction fails intermittently due to race condition in concurrent hashmap.,Iusto ipsa hic saepe.,In Progress,2024-07-10,2024-08-05,Memory Leak,0,Bill Payments,Zain Tak,Tushar Khare
D0384,Critical,P2,Incorrect balance calculation after mini-statement fetch.,Cupiditate cupiditate laboriosam qui vero.,Closed,2025-05-07,2025-05-08,Race Condition,0,UPI Service,Nirvaan Lad,Anya Dixit
D0385,Critical,P2,Amount field not formatted correctly in transaction history export.,Distinctio nesciunt veritatis rerum totam.,Closed,2024-01-28,2024-01-29,Memory Leak,3,Loan Processing,Farhan Ganguly,Heer Dass
D0386,High,P4,API throws 400 for valid request payload due to schema mismatch.,Qui numquam necessitatibus aliquid ex enim inventore doloribus.,Closed,2025-06-09,2025-06-10,Memory Leak,0,Loan Processing,Ivan Kakar,Dharmajan Yogi
D0387,Critical,P4,Date parsing issue causes crash in EMI module.,Vero molestiae dicta quae facere quaerat.,Closed,2025-04-03,2025-04-05,API Timeout,0,Authentication Gateway,Kaira Sharma,Alisha Batra
D0388,High,P2,Transaction fails intermittently due to race condition in concurrent hashmap.,Aut rem veniam voluptate aut.,Closed,2024-02-05,2024-02-07,Memory Leak,1,UPI Service,Kimaya Sunder,Bhamini Kakar
D0389,Critical,P1,NullPointerException when calling balance check endpoint.,Eveniet labore modi.,Closed,2025-03-14,2025-03-15,Race Condition,0,Loan Processing,Nirvaan Lad,Ivan Gandhi
D0390,High,P3,Memory leak in session handling of UPI requests.,Minus minima sed molestiae reiciendis facilis voluptatem tempora.,Closed,2024-03-30,2024-03-31,Race Condition,3,Account Ledger,Aaryahi Som,Indranil Sanghvi
D0391,Low,P1,Array index out of bounds in bill payment validation flow.,Laborum sapiente dolor dolorem pariatur fuga repellat.,Closed,2024-08-26,2024-08-28,Bad Request Handling,3,UPI Service,Kaira Sharma,Vidur Sura
D0392,Low,P3,Concurrency issue during interest computation.,Sunt inventore iste illum.,Closed,2025-02-17,2025-02-18,Null Pointer,2,Transaction History,Hazel Kalla,Alisha Batra
D0393,Medium,P1,Date parsing issue causes crash in EMI module.,Reprehenderit tempora illo magni ducimus officia commodi.,Closed,2023-09-05,2023-09-06,Incorrect Business Logic,2,Authentication Gateway,Indrans Chadha,Ritvik Raju
D0394,Low,P3,API throws 400 for valid request payload due to schema mismatch.,Suscipit vel repellendus impedit at officiis.,Closed,2025-02-20,2025-02-22,API Timeout,0,Account Ledger,Aaina Goel,Tiya Bir
D0395,Critical,P2,Transaction fails intermittently due to race condition in concurrent hashmap.,Iste ducimus soluta autem unde eaque.,Open,2025-03-04,2025-04-20,API Timeout,2,Transaction History,Hridaan Guha,Shayak Hegde
D0396,Low,P3,Incorrect balance calculation after mini-statement fetch.,Quidem hic itaque aspernatur sunt aspernatur alias nemo.,Closed,2025-04-13,2025-04-14,Incorrect Business Logic,3,Account Ledger,Elakshi Luthra,Heer Bhat
D0397,Low,P1,Transaction fails intermittently due to race condition in concurrent hashmap.,Eaque harum nobis enim tenetur.,Closed,2025-03-29,2025-03-30,API Timeout,0,Loan Processing,Divit Upadhyay,Shayak Hegde
D0398,High,P3,Transaction fails intermittently due to race condition in concurrent hashmap.,Voluptatem molestias et sequi a.,In Progress,2024-12-10,2025-01-30,Bad Request Handling,3,Authentication Gateway,Hazel Kalla,Kartik Barman
D0399,Medium,P2,API throws 400 for valid request payload due to schema mismatch.,Tempora blanditiis maiores magnam.,Closed,2024-04-08,2024-04-09,Memory Leak,0,Transaction History,Nirvaan Lad,Lavanya Hans
D0400,Medium,P1,Date parsing issue causes crash in EMI module.,Voluptas tempore officiis quam consequuntur maiores perspiciatis.,In Progress,2024-03-18,2024-05-16,Bad Request Handling,3,Bill Payments,Dishani Rajagopalan,Alisha Batra
D0401,Critical,P4,Incorrect balance calculation after mini-statement fetch.,Fuga quasi incidunt qui quasi.,In Progress,2024-07-10,2024-07-11,Memory Leak,1,Transaction History,Kimaya Sunder,Ayesha Ram
D0402,Low,P1,Date parsing issue causes crash in EMI module.,Modi alias voluptas nihil totam.,Closed,2025-01-05,2025-01-07,Null Pointer,0,Authentication Gateway,Urvi Dasgupta,Manjari Kala
D0403,Low,P4,Array index out of bounds in bill payment validation flow.,Cum nobis qui qui ipsum a.,Closed,2024-09-03,2024-09-04,API Timeout,0,Bill Payments,Zain Tak,Manjari Kala
D0404,High,P4,Array index out of bounds in bill payment validation flow.,Tenetur veniam molestias quibusdam culpa at iusto consequatur.,Closed,2024-03-02,2024-03-03,API Timeout,3,Bill Payments,Urvi Dasgupta,Samarth Sanghvi
D0405,Medium,P2,Incorrect balance calculation after mini-statement fetch.,Odit soluta eos tempore molestiae quod.,Open,2024-09-27,2024-11-05,Race Condition,0,Authentication Gateway,Hrishita Dar,Manjari Kala
D0406,Low,P1,Timeout during KYC check API call.,Perspiciatis possimus ipsam ullam esse eveniet.,Closed,2025-03-02,2025-03-03,Incorrect Business Logic,1,Authentication Gateway,Kaira Sharma,Heer Bhat
